log_id,district,crop_type,growth_stage,kc_value,t_max_c,t_min_c,solar_rad_mjm2,et0_mm_day,crop_water_need_mm_day,rain_7d_mm,effective_rain_mm,recommended_irrigation_mm_week,recommended_irrigation_liters_acre,n_deficit_kg_acre,p_deficit_kg_acre,k_deficit_kg_acre,urea_kg_acre,dap_kg_acre,mop_kg_acre
843,Krishnagiri,Cotton,Initial,0.35,38.6,28.6,17.8,6.66,2.33,3.1,3.1,13.2,53429.0,24.3,32.2,0.0,52.8,70.1,0.0
844,Krishnagiri,Banana,Initial,0.5,32.1,22.4,15.3,4.95,2.47,1.5,1.5,15.8,63875.0,75.7,47.3,0.0,164.6,102.9,0.0
845,Krishnagiri,Chili,Mid-season,1.05,34.9,27.4,21.7,6.67,7.01,3.3,3.3,45.8,185264.0,0.0,30.6,4.7,0.0,66.6,7.8
846,Nilgiris,Millets,Mid-season,1.0,36.5,29.2,16.2,5.12,5.12,0.6,0.6,35.2,142579.0,21.9,19.0,0.0,47.5,41.3,0.0
847,Nilgiris,Cotton,Mid-season,1.15,35.4,27.5,20.5,6.5,7.47,11.5,11.2,41.1,166249.0,29.1,25.9,0.0,63.3,56.3,0.0
848,Tirunelveli,Coconut,Development,1.0,26.7,17.4,16.2,4.5,4.5,11.2,11.0,20.5,82836.0,0.0,25.3,44.4,0.0,55.0,74.1
849,Thanjavur,Sunflower,Mid-season,1.15,33.7,24.5,20.7,6.79,7.81,0.9,0.9,53.7,217506.0,13.1,30.0,0.0,28.4,65.3,0.0
850,Krishnagiri,Banana,Mid-season,1.1,37.1,29.2,18.1,5.97,6.57,2.8,2.8,43.2,174806.0,0.0,17.4,0.0,0.0,37.8,0.0
851,Trichy,Sugarcane,Development,0.82,31.6,22.4,22.6,7.04,5.81,3.5,3.4,37.2,150654.0,31.9,14.3,17.6,69.4,31.2,29.3
852,Kovilpatti,Onion,Development,0.88,31.0,22.2,21.6,6.56,5.74,0.6,0.6,39.6,160250.0,29.2,30.0,0.0,63.5,65.3,0.0
853,Vellore,Millets,Mid-season,1.0,28.1,21.8,20.9,5.16,5.16,1.3,1.3,34.8,141018.0,0.0,43.8,0.0,0.0,95.2,0.0
854,Madurai,Sunflower,Initial,0.35,34.5,27.0,18.3,5.56,1.95,13.5,13.2,0.4,1757.0,0.0,17.3,55.9,0.0,37.6,93.1
855,Kovilpatti,Chili,Late-season,0.98,35.3,25.3,17.7,6.19,6.04,7.9,7.8,34.4,139294.0,24.0,38.8,0.0,52.2,84.3,0.0
856,Thanjavur,Chili,Initial,0.6,27.3,20.4,16.9,4.26,2.56,7.7,7.6,10.3,41797.0,3.5,25.9,0.0,7.7,56.2,0.0
857,Tirunelveli,Sugarcane,Late-season,1.0,30.9,22.0,18.8,5.72,5.72,3.2,3.2,36.9,149279.0,78.6,21.1,0.0,170.8,45.8,0.0
858,Vellore,Millets,Initial,0.3,34.1,24.3,14.4,4.9,1.47,33.3,31.5,0.0,0.0,0.0,23.4,0.0,0.0,50.9,0.0
859,Thanjavur,Groundnut,Development,0.75,40.2,32.6,23.3,7.98,5.99,2.5,2.5,39.4,159529.0,0.2,42.0,0.0,0.5,91.4,0.0
860,Madurai,Sunflower,Initial,0.35,33.3,23.4,20.5,6.85,2.4,6.6,6.5,10.2,41436.0,20.0,30.6,1.8,43.5,66.4,3.0
861,Madurai,Sugarcane,Late-season,1.0,34.8,25.5,17.9,6.04,6.04,21.2,20.5,21.8,88211.0,16.5,14.9,0.2,35.8,32.4,0.4
862,Trichy,Groundnut,Development,0.75,35.4,29.0,22.4,6.56,4.92,10.7,10.5,23.9,96797.0,7.2,46.3,38.3,15.6,100.8,63.8
863,Coimbatore,Rice,Mid-season,1.2,31.0,22.7,20.0,5.91,7.09,2.3,2.3,47.3,191559.0,5.9,27.4,0.0,12.9,59.6,0.0
864,Kovilpatti,Sunflower,Development,0.75,30.9,24.0,22.1,6.04,4.53,0.8,0.8,30.9,125127.0,0.0,19.7,0.0,0.0,42.9,0.0
865,Tirunelveli,Cotton,Mid-season,1.15,34.8,27.0,23.7,7.41,8.52,11.4,11.2,48.4,196035.0,19.3,49.8,11.1,41.9,108.3,18.5
866,Trichy,Banana,Initial,0.5,30.1,24.0,17.5,4.48,2.24,5.8,5.7,9.9,40166.0,47.3,28.7,0.0,102.8,62.3,0.0
867,Krishnagiri,Banana,Development,0.8,34.7,27.6,20.6,6.2,4.96,3.3,3.3,31.4,127031.0,48.1,35.5,0.0,104.6,77.2,0.0
868,Vellore,Sugarcane,Mid-season,1.25,35.0,28.7,21.8,6.28,7.85,8.9,8.8,46.2,186966.0,37.9,41.6,0.0,82.3,90.5,0.0
869,Coimbatore,Maize,Mid-season,1.2,31.0,22.5,21.6,6.45,7.74,14.1,13.8,40.4,163618.0,22.6,39.8,0.0,49.1,86.4,0.0
870,Thanjavur,Onion,Mid-season,1.05,33.1,25.3,11.6,3.51,3.68,0.3,0.3,25.5,103278.0,91.3,25.3,0.0,198.5,54.9,0.0
871,Coimbatore,Sunflower,Mid-season,1.15,33.0,26.5,18.4,5.11,5.88,15.2,14.8,26.4,106739.0,0.0,17.3,44.8,0.0,37.6,74.7
872,Tirunelveli,Turmeric,Mid-season,1.05,36.4,28.4,22.9,7.44,7.81,9.4,9.3,45.4,183680.0,0.0,28.1,0.0,0.0,61.0,0.0
873,Krishnagiri,Turmeric,Mid-season,1.05,32.1,24.4,18.4,5.38,5.65,15.5,15.1,24.4,98704.0,0.0,13.9,8.7,0.0,30.2,14.5
874,Madurai,Rice,Mid-season,1.2,33.9,25.2,16.1,5.2,6.24,0.9,0.9,42.8,173163.0,6.0,47.9,0.0,13.0,104.1,0.0
875,Coimbatore,Sorghum,Mid-season,1.05,34.7,26.9,21.9,6.82,7.16,3.8,3.8,46.3,187408.0,44.0,20.2,0.0,95.6,43.9,0.0
876,Madurai,Onion,Late-season,0.9,34.0,24.7,15.3,5.07,4.56,6.4,6.3,25.6,103700.0,61.6,37.8,0.0,133.9,82.2,0.0
877,Nagapattinam,Turmeric,Late-season,0.98,31.6,24.8,21.5,5.94,5.79,6.4,6.3,34.2,138570.0,6.8,16.9,0.0,14.8,36.8,0.0
878,Trichy,Millets,Late-season,0.75,31.7,23.9,17.9,5.21,3.91,9.5,9.4,18.0,72816.0,0.0,15.6,0.0,0.0,33.9,0.0
879,Trichy,Sugarcane,Development,0.82,32.1,26.0,18.8,5.03,4.15,9.2,9.1,19.9,80686.0,39.0,50.3,0.0,84.7,109.3,0.0
880,Nilgiris,Sesamum,Mid-season,1.1,32.8,23.2,22.5,7.32,8.06,0.7,0.7,55.7,225326.0,12.4,17.3,0.0,27.0,37.5,0.0
881,Madurai,Rice,Late-season,1.05,30.5,23.5,17.0,4.66,4.89,19.3,18.7,15.6,62957.0,42.6,23.2,0.0,92.5,50.5,0.0
882,Krishnagiri,Coconut,Development,1.0,36.6,29.3,12.6,3.96,3.96,11.3,11.1,16.6,67296.0,12.2,19.8,0.0,26.4,43.1,0.0
883,Thanjavur,Rice,Initial,1.05,31.1,22.0,25.3,7.83,8.22,0.2,0.2,57.3,232030.0,0.0,32.0,15.5,0.0,69.6,25.8
884,Kovilpatti,Sesamum,Mid-season,1.1,32.2,24.6,14.8,4.35,4.78,0.1,0.1,33.3,134892.0,0.0,21.2,0.0,0.0,46.0,0.0
885,Vellore,Rice,Mid-season,1.2,36.8,28.3,12.9,4.35,5.22,28.7,27.4,9.1,36973.0,50.1,43.5,0.0,108.8,94.5,0.0
886,Coimbatore,Sesamum,Mid-season,1.1,28.1,22.0,23.0,5.61,6.17,3.4,3.4,39.8,161164.0,0.0,14.2,0.0,0.0,30.9,0.0
887,Madurai,Onion,Mid-season,1.05,36.8,29.5,20.9,6.61,6.94,10.8,10.6,38.0,153616.0,0.0,24.7,0.0,0.0,53.6,0.0
888,Krishnagiri,Cotton,Initial,0.35,32.1,24.4,15.6,4.6,1.61,15.2,14.8,0.0,0.0,25.7,42.6,9.0,56.0,92.6,15.1
889,Coimbatore,Pulses,Late-season,0.73,32.8,23.6,16.6,5.33,3.86,12.4,12.2,14.8,60012.0,68.8,22.9,0.0,149.7,49.9,0.0
890,Coimbatore,Sorghum,Mid-season,1.05,29.7,21.9,14.6,4.1,4.3,2.6,2.6,27.6,111578.0,1.1,14.0,21.5,2.4,30.4,35.8
891,Nagapattinam,Sunflower,Late-season,0.75,30.0,22.1,20.6,5.83,4.37,8.4,8.3,22.4,90456.0,0.0,41.1,0.0,0.0,89.3,0.0
892,Trichy,Turmeric,Initial,0.3,24.8,18.5,15.8,3.59,1.08,3.8,3.8,3.8,15267.0,0.0,24.7,0.0,0.0,53.6,0.0
893,Thanjavur,Sugarcane,Development,0.82,31.4,25.1,18.1,4.81,3.97,3.4,3.4,24.4,98587.0,0.0,32.4,7.2,0.0,70.5,12.0
894,Nilgiris,Sugarcane,Late-season,1.0,29.2,21.0,16.8,4.75,4.75,10.0,9.9,23.4,94683.0,13.5,28.1,0.0,29.2,61.1,0.0
895,Vellore,Pulses,Late-season,0.73,27.9,20.1,21.4,5.75,4.17,13.1,12.8,16.3,66073.0,47.4,20.0,28.1,103.0,43.4,46.8
896,Madurai,Cotton,Initial,0.35,36.4,26.8,13.5,4.76,1.67,2.1,2.1,9.6,38652.0,29.2,51.7,0.0,63.5,112.4,0.0
897,Nagapattinam,Sunflower,Mid-season,1.15,32.1,25.8,16.9,4.57,5.25,0.6,0.6,36.2,146361.0,0.0,19.5,0.0,0.0,42.3,0.0
898,Krishnagiri,Turmeric,Development,0.68,37.5,30.8,17.6,5.43,3.67,0.3,0.3,25.4,102763.0,16.4,39.4,0.0,35.6,85.7,0.0
899,Trichy,Millets,Initial,0.3,30.5,21.0,20.2,6.24,1.87,5.7,5.7,7.4,30076.0,0.0,14.9,23.2,0.0,32.3,38.6
900,Kovilpatti,Onion,Mid-season,1.05,34.8,25.0,15.1,5.18,5.44,4.6,4.6,33.5,135700.0,0.0,20.4,0.0,0.0,44.4,0.0
901,Krishnagiri,Maize,Mid-season,1.2,34.0,24.1,18.0,6.1,7.32,0.3,0.3,50.9,205879.0,0.0,39.1,0.0,0.0,85.0,0.0
902,Nilgiris,Turmeric,Mid-season,1.05,34.5,25.4,17.6,5.81,6.1,0.1,0.1,42.6,172569.0,58.5,36.1,2.6,127.2,78.5,4.4
903,Thanjavur,Coconut,Mid-season,1.0,30.5,23.0,19.6,5.51,5.51,23.1,22.2,16.4,66197.0,30.8,30.6,0.0,66.9,66.5,0.0
904,Madurai,Sugarcane,Mid-season,1.25,33.7,25.2,15.7,4.95,6.19,3.0,3.0,40.3,163135.0,0.0,22.8,0.0,0.0,49.7,0.0
905,Tirunelveli,Sesamum,Late-season,0.68,31.2,24.1,19.6,5.45,3.68,6.9,6.8,18.9,76651.0,14.6,26.0,0.0,31.8,56.6,0.0
906,Madurai,Coconut,Late-season,1.0,30.2,22.8,16.5,4.57,4.57,0.0,0.0,32.0,129301.0,5.3,51.3,0.0,11.5,111.6,0.0
907,Vellore,Sorghum,Mid-season,1.05,32.7,23.5,23.4,7.46,7.84,4.5,4.5,50.4,203839.0,0.0,48.0,0.0,0.0,104.5,0.0
908,Trichy,Banana,Initial,0.5,30.5,22.9,14.7,4.16,2.08,19.4,18.8,0.0,0.0,65.7,24.8,0.0,142.7,53.8,0.0
909,Vellore,Rice,Mid-season,1.2,35.0,27.2,16.7,5.26,6.31,25.5,24.4,19.7,79838.0,21.7,48.6,0.0,47.1,105.7,0.0
910,Tirunelveli,Cotton,Initial,0.35,34.4,27.4,24.9,7.41,2.59,8.1,8.0,10.1,40997.0,0.0,19.3,34.8,0.0,42.1,58.0
911,Vellore,Banana,Initial,0.5,33.5,26.4,15.9,4.66,2.33,4.0,4.0,12.4,50025.0,42.1,41.7,0.0,91.4,90.7,0.0
912,Nagapattinam,Chili,Development,0.82,36.3,28.1,24.7,8.16,6.74,5.8,5.8,41.4,167413.0,27.3,14.4,0.0,59.4,31.3,0.0
913,Coimbatore,Coconut,Development,1.0,28.9,18.9,14.6,4.41,4.41,2.9,2.9,28.0,113267.0,34.1,19.9,16.3,74.2,43.3,27.1
914,Tirunelveli,Groundnut,Development,0.75,33.1,25.3,18.5,5.61,4.2,6.7,6.6,22.8,92260.0,0.0,15.5,0.0,0.0,33.8,0.0
915,Tirunelveli,Chili,Initial,0.6,30.8,23.9,21.9,6.02,3.61,2.0,2.0,23.3,94411.0,21.5,27.1,0.0,46.7,59.0,0.0
916,Vellore,Pulses,Development,0.75,35.4,28.6,14.8,4.42,3.32,0.7,0.7,22.5,90951.0,2.5,14.7,0.0,5.4,32.1,0.0
917,Trichy,Onion,Development,0.88,34.8,27.9,20.7,6.12,5.35,3.3,3.3,34.2,138477.0,0.0,19.7,0.0,0.0,42.8,0.0
918,Krishnagiri,Groundnut,Development,0.75,34.3,26.4,18.2,5.66,4.25,4.1,4.1,25.6,103708.0,0.0,30.6,32.9,0.0,66.5,54.8
919,Krishnagiri,Sugarcane,Initial,0.4,34.0,24.4,21.7,7.27,2.91,3.3,3.3,17.0,68858.0,15.7,52.2,0.0,34.1,113.5,0.0
920,Krishnagiri,Sesamum,Initial,0.35,32.3,23.7,18.6,5.75,2.01,1.3,1.3,12.8,51749.0,37.0,18.7,0.0,80.3,40.6,0.0
921,Trichy,Banana,Development,0.8,31.7,23.2,18.2,5.49,4.4,9.1,9.0,21.8,88188.0,0.0,38.4,16.2,0.0,83.5,27.0
922,Nilgiris,Sunflower,Mid-season,1.15,32.9,24.3,19.7,6.13,7.05,12.1,11.8,37.5,151935.0,22.0,26.3,28.3,47.8,57.2,47.2
923,Nagapattinam,Pulses,Initial,0.4,29.9,20.0,19.7,6.08,2.43,13.3,13.1,4.0,16074.0,40.2,14.3,0.0,87.3,31.2,0.0
924,Nilgiris,Coconut,Mid-season,1.0,31.4,22.1,16.9,5.28,5.28,1.9,1.9,35.1,141960.0,41.8,26.8,0.0,90.8,58.3,0.0
925,Kovilpatti,Rice,Initial,1.05,31.3,23.1,24.4,7.24,7.6,6.5,6.5,46.7,189094.0,42.5,35.1,49.9,92.4,76.4,83.1
926,Trichy,Millets,Late-season,0.75,31.2,21.6,16.3,5.13,3.85,19.2,18.6,8.3,33671.0,0.0,20.6,0.0,0.0,44.7,0.0
927,Coimbatore,Sunflower,Mid-season,1.15,31.2,24.9,23.9,6.36,7.32,0.3,0.3,50.9,205972.0,0.0,36.6,0.0,0.0,79.5,0.0
928,Nilgiris,Onion,Initial,0.7,31.7,22.3,22.0,6.94,4.86,6.7,6.6,27.4,110716.0,0.0,20.7,32.6,0.0,45.0,54.3
929,Thanjavur,Turmeric,Initial,0.3,31.9,24.7,13.7,3.88,1.16,2.1,2.1,6.0,24391.0,0.0,38.5,0.0,0.0,83.8,0.0
930,Trichy,Pulses,Late-season,0.73,28.5,19.5,17.0,4.9,3.55,0.6,0.6,24.3,98237.0,0.0,25.9,18.5,0.0,56.2,30.9
931,Tirunelveli,Maize,Mid-season,1.2,30.5,21.5,21.5,6.45,7.74,11.0,10.8,43.4,175576.0,53.1,20.8,0.0,115.5,45.3,0.0
932,Nilgiris,Pulses,Mid-season,1.1,33.1,25.1,20.8,6.36,7.0,7.6,7.5,41.4,167696.0,28.2,17.7,0.0,61.2,38.5,0.0
933,Trichy,Maize,Initial,0.3,34.8,25.8,17.2,5.69,1.71,5.2,5.1,6.8,27600.0,18.5,31.6,0.0,40.2,68.6,0.0
934,Coimbatore,Cotton,Mid-season,1.15,30.4,24.2,16.5,4.26,4.9,14.5,14.2,20.1,81396.0,0.0,16.8,0.0,0.0,36.5,0.0
935,Krishnagiri,Sorghum,Initial,0.3,30.9,24.1,15.7,4.29,1.29,4.0,3.9,5.1,20451.0,5.2,14.7,0.0,11.2,32.0,0.0
936,Kovilpatti,Pulses,Mid-season,1.1,34.5,25.4,21.2,6.99,7.69,5.8,5.8,48.1,194665.0,17.0,17.9,16.7,36.9,38.9,27.8
937,Thanjavur,Millets,Late-season,0.75,35.6,26.9,21.0,6.98,5.24,8.9,8.7,27.9,113019.0,0.0,29.5,0.0,0.0,64.2,0.0
938,Madurai,Maize,Late-season,0.9,30.6,23.5,16.4,4.48,4.03,13.9,13.5,14.7,59431.0,49.7,22.2,0.0,108.0,48.4,0.0
939,Kovilpatti,Pulses,Mid-season,1.1,29.2,22.6,20.5,5.28,5.81,1.0,1.0,39.6,160392.0,3.9,40.9,0.0,8.4,89.0,0.0
940,Coimbatore,Pulses,Mid-season,1.1,36.3,26.4,20.7,7.33,8.06,13.9,13.6,42.9,173463.0,5.7,30.3,0.0,12.5,65.8,0.0
941,Coimbatore,Sunflower,Late-season,0.75,31.4,24.1,21.0,5.94,4.45,5.3,5.2,26.0,105031.0,7.1,11.2,0.0,15.5,24.3,0.0
942,Madurai,Onion,Late-season,0.9,35.2,27.5,15.5,4.86,4.37,6.4,6.3,24.3,98212.0,47.0,19.8,24.5,102.1,43.2,40.9
943,Nilgiris,Millets,Development,0.65,32.1,25.4,16.6,4.6,2.99,3.7,3.7,17.2,69609.0,40.7,22.2,0.0,88.5,48.2,0.0
944,Tirunelveli,Cotton,Mid-season,1.15,33.7,25.9,18.5,5.66,6.51,2.6,2.6,43.0,173950.0,12.2,29.1,27.3,26.5,63.4,45.5
945,Coimbatore,Banana,Development,0.8,34.8,26.3,17.2,5.59,4.47,5.0,5.0,26.3,106417.0,15.9,36.3,0.0,34.5,79.0,0.0
946,Kovilpatti,Chili,Initial,0.6,34.7,26.4,22.7,7.3,4.38,17.1,16.6,14.0,56775.0,27.1,31.8,0.0,58.9,69.1,0.0
947,Trichy,Coconut,Development,1.0,33.0,23.6,13.3,4.35,4.35,12.7,12.4,18.0,72880.0,0.0,35.7,0.0,0.0,77.7,0.0
948,Krishnagiri,Turmeric,Development,0.68,34.2,26.5,18.2,5.59,3.77,3.2,3.2,23.2,93848.0,18.0,21.3,21.7,39.1,46.2,36.2
949,Trichy,Sugarcane,Late-season,1.0,34.2,25.5,23.1,7.45,7.45,3.2,3.1,49.0,198400.0,26.9,44.9,0.0,58.4,97.6,0.0
950,Vellore,Pulses,Mid-season,1.1,31.4,21.9,17.9,5.65,6.21,22.4,21.6,21.8,88388.0,37.3,38.2,13.3,81.1,83.0,22.1
951,Nagapattinam,Cotton,Mid-season,1.15,33.4,26.1,23.0,6.82,7.84,8.6,8.5,46.4,187914.0,13.6,9.4,22.9,29.5,20.4,38.1
952,Thanjavur,Sorghum,Mid-season,1.05,30.0,23.2,22.5,6.02,6.32,7.7,7.6,36.7,148371.0,32.0,53.3,51.6,69.7,115.8,86.0
953,Coimbatore,Pulses,Late-season,0.73,31.6,25.3,20.5,5.46,3.96,2.2,2.2,25.6,103410.0,0.0,51.1,36.4,0.0,111.1,60.6
954,Madurai,Chili,Mid-season,1.05,34.9,28.3,17.5,5.12,5.38,2.8,2.8,34.9,141095.0,37.0,16.1,0.0,80.4,35.0,0.0
955,Trichy,Sesamum,Initial,0.35,36.1,27.9,16.9,5.53,1.94,14.3,14.0,0.0,0.0,0.0,22.1,0.0,0.0,48.1,0.0
956,Trichy,Sorghum,Late-season,0.8,34.5,27.9,19.8,5.75,4.6,8.1,8.0,24.2,97910.0,81.1,40.2,0.0,176.4,87.3,0.0
957,Coimbatore,Coconut,Development,1.0,37.0,28.0,19.8,6.86,6.86,6.6,6.5,41.5,168136.0,75.2,15.7,34.0,163.5,34.1,56.7
958,Nagapattinam,Cotton,Mid-season,1.15,31.7,24.5,15.5,4.4,5.05,11.2,11.0,24.4,98761.0,25.6,31.4,2.9,55.6,68.2,4.9
959,Krishnagiri,Onion,Late-season,0.9,38.7,32.0,16.1,5.09,4.59,6.6,6.5,25.6,103560.0,53.5,35.0,0.0,116.4,76.2,0.0
960,Vellore,Banana,Late-season,1.05,35.1,28.0,17.0,5.16,5.42,1.7,1.7,36.2,146461.0,0.0,37.4,0.0,0.0,81.2,0.0
961,Tirunelveli,Chili,Development,0.82,36.1,26.3,19.2,6.78,5.59,0.8,0.8,38.3,154978.0,0.0,49.7,24.9,0.0,108.0,41.5
962,Kovilpatti,Rice,Late-season,1.05,29.1,20.3,15.2,4.41,4.63,3.5,3.5,28.9,117053.0,0.0,25.9,12.1,0.0,56.4,20.2
963,Thanjavur,Chili,Mid-season,1.05,35.3,25.5,18.4,6.4,6.72,1.5,1.5,45.5,184073.0,13.0,37.3,0.0,28.2,81.2,0.0
964,Krishnagiri,Sunflower,Late-season,0.75,30.4,23.6,17.9,4.82,3.62,0.5,0.5,24.8,100252.0,0.0,21.9,0.0,0.0,47.7,0.0
965,Kovilpatti,Turmeric,Development,0.68,30.0,21.5,20.6,6.0,4.05,4.2,4.2,24.1,97663.0,67.6,37.8,0.0,146.9,82.1,0.0
966,Coimbatore,Maize,Development,0.75,31.3,25.1,18.5,4.86,3.65,19.7,19.1,6.4,26084.0,20.9,34.3,0.0,45.4,74.5,0.0
967,Trichy,Chili,Mid-season,1.05,37.3,28.6,25.1,8.61,9.04,14.3,14.0,49.3,199338.0,0.0,33.3,31.9,0.0,72.4,53.1
968,Nagapattinam,Onion,Initial,0.7,28.5,22.0,19.1,4.79,3.35,15.1,14.8,8.7,35197.0,3.4,36.6,0.0,7.4,79.5,0.0
969,Thanjavur,Millets,Late-season,0.75,34.4,27.0,17.0,5.16,3.87,7.0,6.9,20.2,81819.0,19.9,23.1,31.7,43.3,50.1,52.8
970,Coimbatore,Sunflower,Development,0.75,33.0,23.6,17.0,5.52,4.14,5.3,5.3,23.7,95798.0,43.6,44.7,7.2,94.8,97.2,12.0
971,Vellore,Maize,Initial,0.3,28.5,20.2,16.7,4.68,1.4,2.3,2.3,7.5,30438.0,9.2,22.2,1.9,19.9,48.2,3.2
972,Trichy,Cotton,Development,0.75,33.9,26.4,19.4,5.89,4.41,6.0,6.0,24.9,100896.0,1.4,42.1,0.0,3.0,91.5,0.0
973,Nilgiris,Banana,Mid-season,1.1,36.1,26.6,18.4,6.45,7.09,14.5,14.1,35.5,143698.0,17.5,41.1,0.0,38.1,89.3,0.0
974,Trichy,Turmeric,Late-season,0.98,30.4,22.7,19.8,5.61,5.47,1.2,1.2,37.1,150258.0,46.0,34.2,0.0,99.9,74.3,0.0
975,Nagapattinam,Banana,Development,0.8,30.3,21.2,12.7,3.84,3.08,13.0,12.7,8.8,35747.0,0.1,37.3,0.0,0.3,81.2,0.0
976,Thanjavur,Chili,Late-season,0.98,32.8,25.2,17.5,5.17,5.04,6.8,6.7,28.6,115819.0,22.1,19.0,0.0,48.0,41.2,0.0
977,Madurai,Millets,Initial,0.3,31.8,25.3,18.9,5.17,1.55,9.1,9.0,1.9,7661.0,15.1,17.1,0.0,32.7,37.1,0.0
978,Krishnagiri,Sesamum,Development,0.73,32.4,23.7,18.4,5.72,4.14,3.2,3.2,25.8,104517.0,8.6,49.8,0.0,18.7,108.2,0.0
979,Nilgiris,Sorghum,Mid-season,1.05,32.3,23.3,22.2,6.96,7.31,15.5,15.1,36.1,145894.0,0.0,28.9,0.0,0.0,62.9,0.0
980,Nagapattinam,Maize,Development,0.75,31.7,23.5,18.1,5.39,4.04,5.6,5.5,22.8,92124.0,74.4,39.2,0.0,161.8,85.2,0.0
981,Nilgiris,Onion,Initial,0.7,29.9,22.4,16.4,4.54,3.18,3.5,3.5,18.8,75917.0,75.5,47.8,5.9,164.2,103.9,9.9
982,Nilgiris,Millets,Mid-season,1.0,34.2,26.0,17.8,5.62,5.62,13.1,12.8,26.5,107102.0,35.7,25.1,0.0,77.5,54.6,0.0
983,Tirunelveli,Sunflower,Development,0.75,27.5,19.0,17.4,4.78,3.58,1.6,1.6,23.5,94904.0,11.5,47.3,0.0,25.0,102.9,0.0
984,Coimbatore,Sesamum,Mid-season,1.1,31.6,23.6,17.5,5.16,5.67,2.5,2.5,37.2,150647.0,96.7,17.1,37.9,210.2,37.2,63.2
985,Madurai,Sunflower,Development,0.75,32.8,26.4,21.5,5.89,4.42,25.7,24.6,6.3,25424.0,34.2,43.5,0.0,74.4,94.5,0.0
986,Tirunelveli,Sunflower,Development,0.75,35.7,28.3,19.5,6.06,4.54,4.0,3.9,27.8,112678.0,78.6,47.3,0.0,170.8,102.7,0.0
987,Madurai,Rice,Mid-season,1.2,33.5,26.6,19.9,5.76,6.91,17.5,17.0,31.3,126711.0,3.9,41.2,16.3,8.4,89.5,27.2
988,Thanjavur,Groundnut,Mid-season,1.1,34.3,26.2,13.4,4.25,4.67,7.2,7.1,25.6,103506.0,0.0,23.3,0.0,0.0,50.6,0.0
989,Tirunelveli,Sesamum,Development,0.73,25.6,15.7,24.8,6.94,5.03,3.9,3.9,31.3,126600.0,13.6,26.3,0.0,29.7,57.2,0.0
990,Nagapattinam,Rice,Late-season,1.05,32.4,24.1,18.3,5.59,5.87,2.6,2.6,38.5,155806.0,56.5,30.6,33.7,122.7,66.5,56.2
991,Madurai,Sugarcane,Late-season,1.0,32.7,23.6,17.7,5.65,5.65,13.5,13.2,26.4,106753.0,0.0,37.7,0.0,0.0,81.9,0.0
992,Vellore,Rice,Late-season,1.05,28.1,19.3,15.9,4.5,4.72,15.4,15.0,18.0,72894.0,0.0,34.2,0.0,0.0,74.4,0.0
993,Nilgiris,Sorghum,Late-season,0.8,33.5,24.7,20.3,6.49,5.19,1.0,1.0,35.3,142916.0,24.1,28.6,0.0,52.4,62.1,0.0
994,Coimbatore,Sesamum,Development,0.73,32.2,26.0,19.7,5.29,3.83,17.4,16.9,9.9,40119.0,34.7,50.4,0.0,75.5,109.6,0.0
995,Krishnagiri,Cotton,Mid-season,1.15,34.5,28.3,19.9,5.61,6.45,1.2,1.2,44.0,177917.0,0.0,39.0,0.0,0.0,84.8,0.0
996,Madurai,Groundnut,Late-season,0.85,31.7,24.8,23.6,6.59,5.6,7.6,7.5,31.7,128268.0,40.6,34.3,0.0,88.3,74.5,0.0
997,Tirunelveli,Turmeric,Development,0.68,35.5,27.8,19.9,6.28,4.24,11.9,11.7,18.0,72890.0,0.0,13.4,0.0,0.0,29.1,0.0
998,Tirunelveli,Onion,Late-season,0.9,32.4,26.2,21.8,5.89,5.3,3.6,3.5,33.6,135864.0,0.0,16.9,20.2,0.0,36.8,33.7
999,Thanjavur,Coconut,Mid-season,1.0,33.6,26.6,21.9,6.37,6.37,3.0,2.9,41.7,168590.0,0.0,16.9,40.1,0.0,36.6,66.8
1000,Vellore,Pulses,Late-season,0.73,30.9,21.8,22.0,6.76,4.9,0.4,0.4,33.9,137310.0,0.0,14.2,0.0,0.0,30.9,0.0
1001,Tirunelveli,Millets,Late-season,0.75,32.0,23.6,23.8,7.26,5.44,9.3,9.2,28.9,117067.0,94.4,33.5,0.0,205.2,72.9,0.0
1002,Krishnagiri,Rice,Mid-season,1.2,39.0,29.1,21.0,7.89,9.47,6.3,6.3,60.0,242768.0,36.8,21.5,0.0,80.1,46.7,0.0
1003,Madurai,Cotton,Initial,0.35,41.5,34.5,23.1,7.84,2.74,0.6,0.6,18.6,75333.0,0.0,13.1,30.8,0.0,28.5,51.3
1004,Nilgiris,Banana,Mid-season,1.1,33.9,27.7,13.4,3.72,4.09,2.7,2.7,26.0,105164.0,33.9,33.7,51.7,73.7,73.2,86.2
1005,Krishnagiri,Rice,Initial,1.05,32.7,25.8,19.6,5.59,5.87,1.1,1.1,40.0,161688.0,4.4,16.7,0.0,9.6,36.3,0.0
1006,Madurai,Pulses,Late-season,0.73,38.1,28.9,15.7,5.6,4.06,12.3,12.1,16.4,66193.0,0.0,35.5,3.5,0.0,77.2,5.8
1007,Trichy,Banana,Initial,0.5,37.9,31.0,18.3,5.77,2.89,2.0,2.0,18.2,73771.0,63.3,45.8,28.5,137.5,99.5,47.5
