location,district_soil_type,crop_type,year,season,soil_ph,soil_ec_dS_m,organic_carbon_pct,available_nitrogen_kg_ha,available_phosphorus_kg_ha,available_potassium_kg_ha,area_hectares,yield_kg_per_hectare,production_kg
vellore,Red Sandy Loam,Sorghum,2016,Kharif,6.95,0.59,0.68,200.0,14.5,326.9,0.69,1458.5,1009.1
thanjavur,Alluvial Clay (Delta),Sorghum,2018,Kharif,6.61,0.62,0.55,247.8,21.4,175.6,4.7,1455.4,6838.2
vellore,Red Sandy Loam,Millets,2023,Summer,7.25,0.36,0.95,213.6,13.2,166.6,0.94,1221.2,1153.9
kovilpatti,Red Sandy Loam,Cotton,2019,Rabi,7.01,0.15,0.53,245.3,18.3,129.1,2.67,512.7,1368.0
madurai,Black Clay Loam,Rice,2024,Kharif,7.07,0.31,0.55,312.8,15.8,119.8,0.2,3357.7,671.5
coimbatore,Red Sandy Loam,Sugarcane,2023,Summer,7.35,0.45,0.6,204.2,26.0,235.5,1.37,60495.5,82601.7
nagapattinam,Coastal Alluvial,Rice,2024,Rabi,6.37,0.42,0.9,186.4,9.7,212.9,0.43,3520.5,1521.5
vellore,Red Sandy Loam,Cotton,2018,Rabi,6.51,0.33,0.76,282.3,13.2,160.4,0.66,422.9,279.3
thanjavur,Alluvial Clay (Delta),Millets,2023,Kharif,7.01,0.45,0.86,181.6,6.3,251.9,2.63,1102.3,2899.6
krishnagiri,Red Loam,Rice,2017,Rabi,8.13,0.62,0.82,231.6,18.2,330.7,3.47,3311.1,11485.3
trichy,Black Cotton Soil,Sorghum,2015,Summer,7.23,0.35,0.14,303.7,26.2,203.5,2.0,1087.1,2173.6
thanjavur,Alluvial Clay (Delta),Cotton,2023,Kharif,6.23,0.35,0.52,264.1,23.7,187.5,1.88,472.1,886.7
thanjavur,Alluvial Clay (Delta),Millets,2023,Summer,7.64,0.8,0.74,209.8,19.0,62.0,2.58,1127.8,2914.4
thanjavur,Alluvial Clay (Delta),Sugarcane,2017,Kharif,5.61,0.45,0.56,288.9,14.9,237.1,0.2,62564.2,12512.8
thanjavur,Alluvial Clay (Delta),Rice,2016,Rabi,6.14,0.75,0.31,252.2,24.8,126.1,0.84,3260.4,2729.8
thanjavur,Alluvial Clay (Delta),Rice,2018,Summer,7.14,0.35,0.39,248.4,27.9,280.3,0.45,3466.8,1553.0
nilgiris,Lateritic Hill Soil,Millets,2015,Kharif,5.82,0.67,0.43,248.7,10.6,153.8,0.81,1031.8,838.6
nagapattinam,Coastal Alluvial,Sugarcane,2015,Rabi,6.57,0.74,0.71,182.5,15.5,158.9,1.05,67977.7,71390.3
trichy,Black Cotton Soil,Pulses,2018,Kharif,5.99,0.58,0.7,253.1,18.6,305.3,3.54,676.3,2393.0
thanjavur,Alluvial Clay (Delta),Millets,2022,Summer,7.5,0.35,0.36,249.9,10.0,173.8,1.31,1015.4,1331.9
thanjavur,Alluvial Clay (Delta),Rice,2021,Summer,7.51,0.44,0.6,207.1,31.5,350.5,9.42,2990.8,28171.0
nilgiris,Lateritic Hill Soil,Sugarcane,2017,Rabi,6.0,0.42,0.76,196.2,24.1,211.4,0.29,80438.0,23175.5
trichy,Black Cotton Soil,Rice,2021,Kharif,6.88,0.24,0.85,202.7,27.2,310.9,1.43,3437.2,4915.8
nagapattinam,Coastal Alluvial,Sugarcane,2018,Kharif,7.66,0.45,0.83,236.9,11.1,205.3,0.93,73581.7,68070.7
trichy,Black Cotton Soil,Millets,2018,Kharif,7.08,0.58,0.49,200.1,14.5,363.1,0.2,1076.6,215.3
trichy,Black Cotton Soil,Cotton,2017,Kharif,6.86,0.82,0.76,184.7,32.5,217.8,0.73,437.6,321.2
trichy,Black Cotton Soil,Pulses,2022,Kharif,7.98,0.45,0.79,104.4,17.0,339.1,4.9,740.6,3630.3
tirunelveli,Red Loam,Millets,2019,Kharif,7.05,0.53,0.31,139.0,18.4,289.8,3.63,1112.5,4039.0
trichy,Black Cotton Soil,Millets,2019,Kharif,7.84,0.37,0.93,215.7,13.2,301.9,0.22,1001.7,217.7
coimbatore,Red Sandy Loam,Millets,2020,Summer,7.16,0.28,0.79,288.2,15.5,193.8,0.49,1247.5,605.9
tirunelveli,Red Loam,Millets,2022,Kharif,6.47,0.58,0.42,197.1,15.3,281.7,2.19,884.5,1935.3
kovilpatti,Red Sandy Loam,Sugarcane,2022,Kharif,7.72,0.83,0.71,310.3,12.3,159.3,1.12,68027.8,76394.8
krishnagiri,Red Loam,Rice,2020,Rabi,6.95,0.77,0.83,202.8,3.0,205.1,6.68,3185.3,21284.2
nilgiris,Lateritic Hill Soil,Sorghum,2023,Rabi,7.33,0.65,0.64,132.0,16.0,381.3,3.16,1348.7,4261.7
nagapattinam,Coastal Alluvial,Pulses,2022,Summer,6.95,0.67,0.47,141.3,17.6,139.2,2.12,705.9,1494.8
trichy,Black Cotton Soil,Sugarcane,2017,Kharif,6.64,0.2,0.49,244.4,11.3,198.4,1.41,69469.1,97617.1
madurai,Black Clay Loam,Rice,2023,Summer,7.53,0.13,0.75,168.3,19.5,254.2,3.96,3178.9,12589.8
kovilpatti,Red Sandy Loam,Sorghum,2020,Summer,7.41,0.58,0.66,191.2,13.4,235.7,0.22,1387.9,300.0
krishnagiri,Red Loam,Cotton,2021,Summer,6.47,0.53,0.66,147.2,19.9,195.2,2.04,490.9,1003.1
coimbatore,Red Sandy Loam,Cotton,2024,Summer,5.86,0.22,0.81,230.7,19.8,346.4,0.2,453.5,90.7
vellore,Red Sandy Loam,Pulses,2022,Summer,6.71,0.55,0.86,214.2,20.8,254.6,0.51,733.3,370.6
nagapattinam,Coastal Alluvial,Pulses,2018,Summer,7.2,0.49,0.75,240.0,7.6,194.9,4.47,762.0,3404.1
thanjavur,Alluvial Clay (Delta),Millets,2015,Kharif,5.33,0.62,0.58,354.1,14.8,147.0,0.2,1067.5,213.5
madurai,Black Clay Loam,Sorghum,2020,Summer,6.84,0.68,0.46,259.9,19.1,278.3,2.41,1454.9,3510.4
kovilpatti,Red Sandy Loam,Cotton,2015,Summer,6.27,0.57,0.67,305.5,17.1,187.6,0.2,424.6,84.9
nilgiris,Lateritic Hill Soil,Pulses,2022,Kharif,6.45,0.36,0.73,224.2,18.6,158.3,0.2,688.2,137.6
madurai,Black Clay Loam,Rice,2016,Rabi,6.75,0.71,0.56,131.0,7.8,271.5,7.66,2905.0,22252.5
vellore,Red Sandy Loam,Pulses,2020,Summer,7.07,0.68,0.55,193.1,16.7,194.3,0.24,705.6,171.0
kovilpatti,Red Sandy Loam,Cotton,2018,Summer,6.66,0.55,0.35,109.0,13.9,205.8,1.32,404.7,533.7
tirunelveli,Red Loam,Sugarcane,2023,Kharif,7.34,0.47,0.53,211.4,19.0,289.8,1.87,68965.7,129242.3
coimbatore,Red Sandy Loam,Millets,2018,Summer,7.07,0.42,0.33,318.1,14.8,171.7,0.58,925.9,535.4
madurai,Black Clay Loam,Pulses,2023,Rabi,7.23,0.32,0.52,187.6,14.7,238.6,3.95,819.4,3233.5
madurai,Black Clay Loam,Rice,2022,Rabi,6.06,0.71,0.38,218.5,6.6,439.8,0.64,2935.4,1889.3
thanjavur,Alluvial Clay (Delta),Millets,2016,Summer,7.2,0.56,0.53,363.8,17.8,325.8,0.21,1183.1,251.8
trichy,Black Cotton Soil,Sugarcane,2021,Rabi,6.48,0.25,0.64,292.9,24.6,379.3,0.2,79684.8,16034.9
krishnagiri,Red Loam,Pulses,2017,Summer,6.35,0.44,0.49,246.8,13.5,130.6,2.42,699.9,1694.5
nagapattinam,Coastal Alluvial,Sugarcane,2019,Summer,6.8,0.45,0.71,182.6,22.3,275.8,4.22,75312.5,317793.4
thanjavur,Alluvial Clay (Delta),Sorghum,2016,Summer,6.42,0.51,0.68,232.4,19.7,217.3,0.2,1463.5,292.7
krishnagiri,Red Loam,Rice,2024,Rabi,7.78,0.23,0.72,230.6,23.3,190.3,3.43,3420.5,11718.8
vellore,Red Sandy Loam,Sorghum,2022,Summer,6.35,0.67,0.45,155.6,16.9,227.9,1.94,1196.8,2325.2
trichy,Black Cotton Soil,Sorghum,2018,Rabi,6.31,0.21,0.74,110.4,20.0,140.9,0.95,1240.2,1174.1
madurai,Black Clay Loam,Sugarcane,2021,Summer,6.71,0.44,0.56,296.8,13.5,160.8,0.88,68897.8,60629.8
nilgiris,Lateritic Hill Soil,Rice,2017,Kharif,7.54,0.47,0.51,341.9,15.5,163.4,0.28,3303.4,916.8
coimbatore,Red Sandy Loam,Millets,2015,Rabi,5.99,0.63,0.46,385.2,14.1,185.2,2.4,1107.6,2663.4
coimbatore,Red Sandy Loam,Sorghum,2023,Rabi,6.59,0.47,0.7,227.1,21.3,152.8,2.2,1222.6,2694.4
nilgiris,Lateritic Hill Soil,Sugarcane,2015,Kharif,7.02,0.68,0.74,177.6,27.8,252.5,0.53,70886.9,37279.9
coimbatore,Red Sandy Loam,Pulses,2018,Rabi,6.38,0.26,0.51,227.9,10.6,190.6,1.01,601.0,606.6
nilgiris,Lateritic Hill Soil,Rice,2015,Kharif,7.34,0.71,0.1,191.9,18.3,278.1,2.2,2718.1,5974.1
kovilpatti,Red Sandy Loam,Sugarcane,2017,Kharif,7.15,0.38,0.45,144.3,21.1,295.8,0.21,74012.8,15248.3
thanjavur,Alluvial Clay (Delta),Rice,2020,Kharif,6.49,0.05,0.37,159.5,18.1,384.9,0.87,2383.4,2076.6
madurai,Black Clay Loam,Sugarcane,2016,Rabi,7.24,0.29,0.44,311.4,19.2,244.1,4.77,75963.7,362153.9
nilgiris,Lateritic Hill Soil,Sorghum,2024,Summer,7.21,0.19,0.84,154.8,23.5,113.8,0.58,1492.3,866.6
madurai,Black Clay Loam,Cotton,2018,Rabi,7.49,0.47,0.69,332.9,22.6,302.3,1.35,423.3,570.1
krishnagiri,Red Loam,Sorghum,2016,Summer,6.24,0.32,0.48,210.7,14.1,366.9,1.45,1354.6,1967.4
tirunelveli,Red Loam,Cotton,2018,Summer,6.63,0.54,0.58,176.5,23.3,285.3,1.11,471.7,522.2
thanjavur,Alluvial Clay (Delta),Millets,2022,Summer,6.48,0.6,0.61,317.8,21.5,149.4,2.25,1130.4,2538.2
trichy,Black Cotton Soil,Sugarcane,2021,Rabi,6.99,0.34,0.35,163.9,19.0,325.5,5.51,62759.0,345845.9
krishnagiri,Red Loam,Sorghum,2021,Summer,6.42,0.52,0.45,350.8,18.9,315.1,0.74,1497.0,1103.8
nagapattinam,Coastal Alluvial,Rice,2023,Rabi,6.62,0.65,0.47,194.5,22.3,128.7,5.55,2977.8,16529.5
madurai,Black Clay Loam,Cotton,2024,Rabi,7.46,0.37,0.72,280.1,21.8,136.4,0.2,459.8,92.0
coimbatore,Red Sandy Loam,Sugarcane,2021,Kharif,8.07,0.37,0.81,216.0,6.2,192.6,3.51,62179.0,218163.0
krishnagiri,Red Loam,Cotton,2023,Summer,6.65,0.25,0.7,314.0,17.8,330.6,8.56,432.6,3701.6
coimbatore,Red Sandy Loam,Sugarcane,2015,Rabi,5.49,0.13,0.2,245.6,20.6,317.6,2.65,66875.8,176934.8
thanjavur,Alluvial Clay (Delta),Millets,2021,Summer,6.4,0.59,0.55,244.9,18.0,130.1,2.33,1099.4,2556.7
nilgiris,Lateritic Hill Soil,Cotton,2015,Rabi,6.38,0.61,0.74,261.9,28.0,158.1,4.07,439.9,1791.2
vellore,Red Sandy Loam,Sugarcane,2019,Kharif,6.4,0.22,0.61,235.4,21.3,218.1,0.91,64695.1,58635.2
kovilpatti,Red Sandy Loam,Cotton,2023,Rabi,6.85,0.45,0.22,213.6,25.0,206.1,1.65,383.5,633.6
tirunelveli,Red Loam,Sugarcane,2022,Rabi,6.73,0.56,0.58,165.5,12.4,171.1,1.61,70972.0,114027.0
madurai,Black Clay Loam,Millets,2023,Kharif,6.4,0.33,0.5,295.2,24.4,139.7,5.71,960.0,5482.7
nagapattinam,Coastal Alluvial,Millets,2019,Summer,7.53,0.27,0.61,350.1,20.5,319.5,0.61,1172.6,712.9
krishnagiri,Red Loam,Pulses,2018,Rabi,7.73,0.53,0.1,161.2,4.9,232.3,0.24,654.2,159.3
nilgiris,Lateritic Hill Soil,Cotton,2023,Rabi,7.61,0.05,0.69,166.9,16.5,108.1,1.17,432.5,507.2
nilgiris,Lateritic Hill Soil,Rice,2020,Kharif,6.73,0.45,0.42,274.7,4.8,103.6,4.22,3017.1,12732.4
thanjavur,Alluvial Clay (Delta),Sugarcane,2015,Rabi,7.11,0.53,0.66,268.0,16.4,96.7,1.11,65073.2,72001.4
nilgiris,Lateritic Hill Soil,Cotton,2021,Kharif,6.97,0.46,0.75,169.4,19.7,170.7,1.01,420.0,426.0
krishnagiri,Red Loam,Millets,2022,Summer,6.43,0.29,0.85,154.4,5.6,139.3,1.5,1074.0,1608.0
coimbatore,Red Sandy Loam,Sugarcane,2017,Summer,6.73,0.27,0.8,299.4,27.2,302.6,2.22,74146.1,164608.8
coimbatore,Red Sandy Loam,Sugarcane,2017,Rabi,7.53,0.15,0.53,261.0,17.7,185.9,1.41,71440.0,100958.6
kovilpatti,Red Sandy Loam,Rice,2023,Summer,7.31,0.39,0.48,257.5,11.2,246.5,2.93,2883.0,8451.0
madurai,Black Clay Loam,Cotton,2024,Kharif,6.28,0.12,0.64,223.0,17.1,276.4,1.92,432.4,831.8
nilgiris,Lateritic Hill Soil,Millets,2020,Rabi,6.07,0.43,0.77,320.5,12.4,168.7,0.67,1101.0,735.8
kovilpatti,Red Sandy Loam,Millets,2016,Summer,6.08,0.54,0.52,277.0,12.1,264.4,0.2,1105.7,221.1
kovilpatti,Red Sandy Loam,Sugarcane,2022,Summer,8.22,0.32,0.68,290.6,15.9,221.2,1.18,64229.7,75982.5
krishnagiri,Red Loam,Sorghum,2019,Summer,6.72,0.26,0.49,187.7,15.7,116.0,2.26,1396.5,3153.9
thanjavur,Alluvial Clay (Delta),Sugarcane,2022,Rabi,6.43,0.84,0.54,245.6,17.0,134.2,0.23,61302.4,13937.3
nilgiris,Lateritic Hill Soil,Sugarcane,2023,Summer,6.63,0.62,0.47,253.2,15.0,398.2,6.87,68074.4,467443.0
thanjavur,Alluvial Clay (Delta),Millets,2024,Rabi,7.51,0.42,0.5,220.5,22.5,262.8,0.69,965.9,668.1
coimbatore,Red Sandy Loam,Millets,2016,Summer,6.62,0.05,0.74,305.7,29.0,249.6,11.43,1220.2,13944.7
thanjavur,Alluvial Clay (Delta),Millets,2017,Summer,6.63,0.72,0.41,262.6,11.0,284.2,2.88,1020.2,2941.0
vellore,Red Sandy Loam,Cotton,2022,Rabi,7.32,0.33,0.43,187.2,21.3,150.0,2.09,384.6,802.4
nagapattinam,Coastal Alluvial,Sorghum,2019,Kharif,7.88,0.19,0.62,224.3,11.9,168.4,4.01,1242.9,4989.8
coimbatore,Red Sandy Loam,Rice,2021,Summer,6.96,0.47,0.33,255.6,17.0,87.8,2.11,3145.5,6652.7
trichy,Black Cotton Soil,Sorghum,2017,Rabi,5.84,0.43,0.77,339.8,25.8,145.4,0.34,1429.2,480.9
madurai,Black Clay Loam,Sorghum,2020,Rabi,6.26,0.53,0.35,166.4,11.7,170.3,0.22,1308.2,292.7
kovilpatti,Red Sandy Loam,Pulses,2016,Rabi,6.63,0.05,0.33,216.6,24.6,212.8,2.28,680.3,1551.9
nagapattinam,Coastal Alluvial,Millets,2022,Summer,6.43,0.37,0.2,281.7,20.9,360.8,0.9,1075.5,965.1
krishnagiri,Red Loam,Millets,2019,Rabi,6.07,0.05,0.6,255.8,17.9,189.6,1.1,1213.2,1334.7
krishnagiri,Red Loam,Rice,2019,Rabi,5.75,0.51,0.1,222.6,23.5,145.8,0.24,2787.4,678.5
kovilpatti,Red Sandy Loam,Cotton,2023,Rabi,8.06,0.11,0.68,212.3,3.0,116.0,0.32,445.2,142.7
coimbatore,Red Sandy Loam,Millets,2016,Summer,5.97,0.22,0.58,190.0,16.9,405.2,0.67,909.3,609.7
coimbatore,Red Sandy Loam,Rice,2016,Kharif,6.16,0.21,0.76,189.5,6.3,219.8,0.53,3083.7,1640.1
madurai,Black Clay Loam,Rice,2021,Rabi,5.36,0.54,0.14,252.9,13.4,236.3,1.75,3340.1,5835.0
kovilpatti,Red Sandy Loam,Millets,2022,Summer,7.66,0.27,0.6,183.1,40.7,230.5,2.97,981.0,2917.0
tirunelveli,Red Loam,Sugarcane,2017,Summer,6.57,0.63,1.06,218.5,22.8,167.8,1.77,74137.8,131566.0
thanjavur,Alluvial Clay (Delta),Sugarcane,2022,Kharif,6.67,0.39,0.67,124.2,20.6,299.9,1.24,64447.2,80039.6
vellore,Red Sandy Loam,Millets,2023,Kharif,6.21,0.76,0.65,251.1,18.8,124.9,0.48,1129.1,543.7
coimbatore,Red Sandy Loam,Pulses,2017,Summer,7.23,0.3,0.23,313.1,21.1,193.5,2.77,592.4,1641.3
thanjavur,Alluvial Clay (Delta),Sugarcane,2016,Kharif,6.28,0.13,0.2,253.9,23.9,283.9,4.88,69063.3,337076.3
madurai,Black Clay Loam,Cotton,2019,Summer,7.34,0.69,0.86,211.1,19.4,157.6,0.54,382.9,208.1
vellore,Red Sandy Loam,Rice,2018,Summer,7.19,0.45,0.44,258.3,18.0,132.5,4.66,3285.7,15309.5
madurai,Black Clay Loam,Rice,2016,Summer,6.48,0.48,0.47,226.5,16.9,96.1,1.68,3101.2,5203.4
kovilpatti,Red Sandy Loam,Sorghum,2016,Summer,5.7,0.31,0.69,263.7,19.0,323.9,0.2,1264.9,253.0
kovilpatti,Red Sandy Loam,Sugarcane,2016,Kharif,7.63,0.2,0.5,266.0,11.3,179.8,4.55,66519.9,302708.8
vellore,Red Sandy Loam,Millets,2018,Kharif,7.53,0.38,0.72,203.2,19.8,265.1,0.2,1301.1,260.2
thanjavur,Alluvial Clay (Delta),Pulses,2017,Summer,7.3,0.4,0.8,133.8,19.8,215.3,1.12,651.6,730.3
krishnagiri,Red Loam,Sorghum,2015,Kharif,6.21,0.51,0.51,299.3,39.1,243.7,0.39,1453.2,564.5
coimbatore,Red Sandy Loam,Rice,2017,Summer,6.97,0.27,0.74,328.9,23.6,289.3,1.44,3237.6,4653.3
coimbatore,Red Sandy Loam,Sorghum,2015,Summer,6.71,0.4,0.57,167.9,13.0,291.6,2.55,1492.3,3811.0
thanjavur,Alluvial Clay (Delta),Sorghum,2020,Kharif,7.34,0.47,0.67,222.6,19.1,285.7,3.77,1375.8,5190.4
tirunelveli,Red Loam,Sorghum,2020,Rabi,7.21,0.55,0.5,229.0,27.3,226.0,1.83,1502.0,2745.5
kovilpatti,Red Sandy Loam,Rice,2016,Summer,7.2,0.32,0.52,275.6,14.4,198.5,0.38,3309.9,1258.1
kovilpatti,Red Sandy Loam,Sorghum,2023,Kharif,6.11,0.21,0.62,360.8,11.7,196.1,0.2,1403.0,280.6
krishnagiri,Red Loam,Pulses,2022,Rabi,6.67,0.3,0.85,151.4,20.7,264.9,2.22,705.1,1568.3
kovilpatti,Red Sandy Loam,Rice,2023,Rabi,7.1,0.39,0.76,160.4,22.9,267.9,9.45,3289.8,31096.5
nilgiris,Lateritic Hill Soil,Sorghum,2023,Kharif,7.46,0.5,0.68,357.7,8.0,277.8,4.54,1532.0,6961.5
vellore,Red Sandy Loam,Sugarcane,2022,Kharif,7.85,0.14,0.32,224.3,29.5,198.4,2.89,56392.4,163005.1
vellore,Red Sandy Loam,Millets,2023,Rabi,6.78,0.54,0.57,202.8,24.5,120.6,0.2,1073.6,214.7
krishnagiri,Red Loam,Rice,2021,Rabi,6.52,0.47,0.38,259.3,17.5,379.7,1.66,3290.0,5465.4
nagapattinam,Coastal Alluvial,Millets,2023,Rabi,7.01,0.6,0.54,239.8,25.7,260.7,1.6,1240.7,1980.0
vellore,Red Sandy Loam,Sorghum,2021,Summer,5.23,0.44,0.5,292.7,25.3,400.0,1.72,1262.6,2175.0
coimbatore,Red Sandy Loam,Rice,2020,Kharif,7.08,0.46,0.73,297.8,19.5,287.0,0.2,3431.7,686.3
madurai,Black Clay Loam,Rice,2021,Summer,6.03,0.59,0.61,235.4,17.8,229.6,2.14,3226.4,6904.1
trichy,Black Cotton Soil,Pulses,2017,Kharif,6.95,0.33,0.8,219.3,7.7,206.4,3.38,847.8,2862.2
krishnagiri,Red Loam,Pulses,2015,Summer,6.59,0.24,0.68,255.5,18.0,253.4,0.48,726.0,348.9
nagapattinam,Coastal Alluvial,Sugarcane,2019,Summer,6.41,0.36,0.56,147.6,17.4,295.7,2.64,64530.0,170508.7
nilgiris,Lateritic Hill Soil,Cotton,2017,Summer,6.09,0.44,0.47,281.3,22.0,297.1,1.64,415.6,681.9
thanjavur,Alluvial Clay (Delta),Rice,2021,Summer,6.42,0.65,0.46,319.0,13.9,320.7,6.73,3121.1,21017.4
vellore,Red Sandy Loam,Sugarcane,2017,Rabi,7.8,0.23,0.64,213.3,15.5,137.9,0.49,67688.7,33121.2
tirunelveli,Red Loam,Rice,2024,Summer,6.9,0.51,0.73,229.0,22.0,197.7,1.99,3167.3,6317.7
madurai,Black Clay Loam,Sugarcane,2021,Kharif,7.21,0.33,0.77,217.2,24.9,190.8,0.73,81788.7,59689.0
trichy,Black Cotton Soil,Sorghum,2019,Kharif,6.16,0.7,0.56,244.1,24.7,236.2,0.79,1255.3,987.6
nilgiris,Lateritic Hill Soil,Sugarcane,2021,Summer,7.01,0.69,0.36,185.8,23.7,188.4,0.2,67243.0,13448.6
kovilpatti,Red Sandy Loam,Rice,2017,Kharif,6.69,0.54,0.48,222.5,20.8,303.3,2.65,3052.2,8098.5
krishnagiri,Red Loam,Sorghum,2022,Rabi,6.64,0.57,0.65,192.1,24.9,229.0,0.2,1327.3,265.5
nagapattinam,Coastal Alluvial,Millets,2022,Rabi,7.28,0.38,1.02,238.5,19.4,229.3,0.72,1168.7,845.6
krishnagiri,Red Loam,Millets,2017,Summer,7.29,0.39,0.38,296.7,26.1,112.7,0.97,1241.0,1202.0
tirunelveli,Red Loam,Sugarcane,2018,Kharif,6.82,0.25,0.31,298.7,17.1,280.6,1.15,75866.1,87023.4
madurai,Black Clay Loam,Cotton,2019,Kharif,6.54,0.69,0.27,258.0,20.7,170.3,0.2,385.5,77.1
madurai,Black Clay Loam,Sorghum,2017,Rabi,7.02,0.27,0.29,280.4,8.9,309.9,0.99,1335.3,1322.2
thanjavur,Alluvial Clay (Delta),Pulses,2022,Summer,6.73,0.5,0.39,218.1,25.8,138.3,0.57,854.2,488.4
thanjavur,Alluvial Clay (Delta),Pulses,2015,Rabi,5.87,0.5,0.8,175.7,11.7,312.4,0.47,633.9,299.4
krishnagiri,Red Loam,Millets,2015,Summer,6.72,0.37,0.35,230.0,25.0,200.0,1.76,986.4,1732.3
kovilpatti,Red Sandy Loam,Pulses,2024,Kharif,7.57,0.39,0.38,163.6,25.2,134.6,2.3,723.5,1663.4
trichy,Black Cotton Soil,Sorghum,2022,Rabi,6.46,0.05,0.22,126.1,19.5,218.0,0.39,1272.7,491.7
vellore,Red Sandy Loam,Sorghum,2015,Kharif,7.71,0.43,0.78,161.3,25.2,305.4,1.18,1121.0,1319.2
thanjavur,Alluvial Clay (Delta),Millets,2016,Summer,6.25,0.25,0.33,280.1,14.3,238.9,0.29,1124.0,322.2
vellore,Red Sandy Loam,Rice,2018,Summer,6.81,0.72,0.78,326.1,26.8,230.1,0.88,3126.1,2745.2
trichy,Black Cotton Soil,Cotton,2022,Rabi,7.42,0.43,0.61,282.1,27.6,282.1,0.2,469.4,93.9
kovilpatti,Red Sandy Loam,Sorghum,2017,Summer,6.53,0.33,0.33,236.8,24.9,185.7,0.74,1434.1,1068.1
coimbatore,Red Sandy Loam,Pulses,2016,Summer,6.54,0.52,0.43,360.0,19.8,262.9,5.43,859.2,4663.7
trichy,Black Cotton Soil,Millets,2023,Rabi,6.08,0.55,0.34,152.6,28.4,260.6,6.25,962.9,6021.0
tirunelveli,Red Loam,Millets,2023,Summer,6.67,0.49,0.68,255.3,7.1,239.3,0.25,1035.9,254.2
thanjavur,Alluvial Clay (Delta),Pulses,2016,Kharif,5.99,0.34,0.59,284.0,25.8,224.4,2.7,717.9,1935.4
tirunelveli,Red Loam,Sorghum,2022,Rabi,6.32,1.0,0.57,205.4,26.5,187.2,0.93,1275.9,1188.0
nagapattinam,Coastal Alluvial,Pulses,2024,Summer,6.98,0.74,0.59,317.5,29.4,140.7,0.81,848.5,686.3
thanjavur,Alluvial Clay (Delta),Millets,2015,Kharif,7.2,0.92,0.95,253.4,17.7,178.3,1.06,1183.5,1250.6
tirunelveli,Red Loam,Rice,2023,Summer,6.78,0.77,0.56,267.9,14.4,217.9,2.44,3042.3,7420.5
krishnagiri,Red Loam,Rice,2017,Rabi,6.45,0.5,0.48,167.3,21.2,219.6,6.35,2898.3,18408.0
nilgiris,Lateritic Hill Soil,Cotton,2016,Summer,7.31,0.37,0.48,202.2,9.4,249.1,0.79,409.3,325.4
trichy,Black Cotton Soil,Rice,2017,Rabi,6.64,0.56,0.19,284.7,21.8,118.1,3.07,2993.4,9179.7
thanjavur,Alluvial Clay (Delta),Rice,2024,Kharif,6.51,0.62,0.64,179.2,19.7,244.8,0.78,3097.1,2411.3
thanjavur,Alluvial Clay (Delta),Millets,2024,Summer,7.67,0.36,0.79,186.7,3.0,267.1,3.02,1130.9,3413.9
tirunelveli,Red Loam,Pulses,2019,Rabi,7.21,0.56,0.4,225.6,16.8,201.1,1.35,695.3,940.9
krishnagiri,Red Loam,Cotton,2015,Rabi,5.93,0.74,0.52,195.9,8.4,269.5,3.39,406.0,1376.6
kovilpatti,Red Sandy Loam,Sorghum,2024,Kharif,6.19,0.34,0.1,136.0,20.0,308.4,0.68,1564.1,1070.0
kovilpatti,Red Sandy Loam,Rice,2018,Kharif,5.93,0.29,0.73,257.7,12.4,100.6,4.26,3097.3,13198.3
tirunelveli,Red Loam,Pulses,2023,Summer,7.7,0.12,0.62,281.9,3.0,237.6,0.21,712.1,148.4
krishnagiri,Red Loam,Millets,2024,Rabi,6.15,0.88,1.04,341.9,21.2,175.5,1.46,1209.0,1764.3
trichy,Black Cotton Soil,Millets,2018,Rabi,6.74,0.34,0.54,190.3,13.9,239.0,2.6,1160.9,3014.4
tirunelveli,Red Loam,Cotton,2020,Summer,7.92,0.56,0.73,245.6,15.0,144.4,0.72,424.1,306.9
thanjavur,Alluvial Clay (Delta),Cotton,2023,Rabi,6.73,0.38,0.73,112.8,12.4,231.3,1.16,483.0,562.5
tirunelveli,Red Loam,Sugarcane,2024,Rabi,6.94,0.44,0.57,159.8,8.0,270.1,4.25,59974.1,254889.9
coimbatore,Red Sandy Loam,Cotton,2023,Summer,6.54,0.76,0.56,195.2,14.8,135.2,2.05,448.2,918.5
trichy,Black Cotton Soil,Rice,2017,Kharif,6.95,0.57,0.12,287.4,20.5,169.2,3.02,3027.3,9155.6
thanjavur,Alluvial Clay (Delta),Cotton,2016,Kharif,6.15,0.41,0.82,182.6,15.9,204.9,0.65,512.9,331.6
coimbatore,Red Sandy Loam,Sorghum,2024,Summer,6.61,0.35,0.52,320.1,22.7,186.4,0.22,1438.4,321.4
tirunelveli,Red Loam,Sugarcane,2016,Summer,6.54,0.62,0.64,169.8,10.9,367.2,0.41,70607.1,28822.4
coimbatore,Red Sandy Loam,Cotton,2018,Rabi,7.27,0.5,0.63,205.8,18.7,241.9,0.95,399.9,381.4
nilgiris,Lateritic Hill Soil,Millets,2022,Summer,7.24,0.66,0.53,172.8,23.7,72.6,5.76,903.5,5207.8
thanjavur,Alluvial Clay (Delta),Sugarcane,2015,Summer,6.82,0.67,0.7,355.3,18.9,171.6,0.2,77634.2,15526.8
coimbatore,Red Sandy Loam,Sorghum,2023,Rabi,6.68,0.45,0.87,225.6,23.6,254.5,0.35,1557.9,542.7
